pub_uid,record_uid,reference,subset,region,commonname,family,genus,alive,dead,hooks_per_set,hooks_between_floats,bait,hook,leader,studycat,soak_max (hours),branchline length (m)
13,13.006,"Sieben, C., Gascoigne, J., Watt, P. 2019. Marine Stewardship Council Final Report. SZLC CSFC and FZLC FSM EEZ Longline Yellowfin and Bigeye Tuna Fishery. Control Union Pesca, Lymington, UK. ",n,po,shorfin mako shark,Lamnidae,Isurus,8,0,3143,23,fish,c,mono,observerEM,21.2,23
13,13.007,"Sieben, C., Gascoigne, J., Watt, P. 2019. Marine Stewardship Council Final Report. SZLC CSFC and FZLC FSM EEZ Longline Yellowfin and Bigeye Tuna Fishery. Control Union Pesca, Lymington, UK. ",n,po,silky shark,Carcharhinidae,Carcharhinus,52,0,3143,23,fish,c,mono,observerEM,21.2,23
13,13.008,"Sieben, C., Gascoigne, J., Watt, P. 2019. Marine Stewardship Council Final Report. SZLC CSFC and FZLC FSM EEZ Longline Yellowfin and Bigeye Tuna Fishery. Control Union Pesca, Lymington, UK. ",n,po,thresher shark,Alopiidae,Alopias,1,0,3143,23,fish,c,mono,observerEM,21.2,23
14,14.001,"Bradai M.N., Saïdi B., Enajjar S., Karaa, S. 2016. Pêcheries aux palangres de fond et de surface dans le Golfe de Gabès : Rapport final. MoU ACCOBAMS N°07/2016/LB6410. Secretariat of the Agreement on the Conservation of Cetaceans of the Black Sea, Mediterranean Sea and Contiguous Atlantic Area, Monaco",Y (hook shape),mb,smooth-hound shark,Triakidae,Mustelus,6,0,1213,5,other,c,mono,experiment,16,6.2
14,14.002,"Bradai M.N., Saïdi B., Enajjar S., Karaa, S. 2016. Pêcheries aux palangres de fond et de surface dans le Golfe de Gabès : Rapport final. MoU ACCOBAMS N°07/2016/LB6410. Secretariat of the Agreement on the Conservation of Cetaceans of the Black Sea, Mediterranean Sea and Contiguous Atlantic Area, Monaco",Y (hook shape),mb,pelagic stingray,Dasyatidae,Pteroplatytrygon,1,0,1213,5,other,c,mono,experiment,16,6.2
14,14.003,"Bradai M.N., Saïdi B., Enajjar S., Karaa, S. 2016. Pêcheries aux palangres de fond et de surface dans le Golfe de Gabès : Rapport final. MoU ACCOBAMS N°07/2016/LB6410. Secretariat of the Agreement on the Conservation of Cetaceans of the Black Sea, Mediterranean Sea and Contiguous Atlantic Area, Monaco",Y (hook shape),mb,sandbar shark,Carcharhinidae,Carcharhinus,43,79,1213,5,other,c,mono,experiment,16,6.2
14,14.004,"Bradai M.N., Saïdi B., Enajjar S., Karaa, S. 2016. Pêcheries aux palangres de fond et de surface dans le Golfe de Gabès : Rapport final. MoU ACCOBAMS N°07/2016/LB6410. Secretariat of the Agreement on the Conservation of Cetaceans of the Black Sea, Mediterranean Sea and Contiguous Atlantic Area, Monaco",Y (hook shape),mb,shorfin mako shark,Lamnidae,Isurus,6,5,1213,5,other,c,mono,experiment,16,6.2
14,14.005,"Bradai M.N., Saïdi B., Enajjar S., Karaa, S. 2016. Pêcheries aux palangres de fond et de surface dans le Golfe de Gabès : Rapport final. MoU ACCOBAMS N°07/2016/LB6410. Secretariat of the Agreement on the Conservation of Cetaceans of the Black Sea, Mediterranean Sea and Contiguous Atlantic Area, Monaco",Y (hook shape),mb,sandbar shark,Carcharhinidae,Carcharhinus,456,568,1213,5,other,j,mono,observerEM,16,6.2
14,14.006,"Bradai M.N., Saïdi B., Enajjar S., Karaa, S. 2016. Pêcheries aux palangres de fond et de surface dans le Golfe de Gabès : Rapport final. MoU ACCOBAMS N°07/2016/LB6410. Secretariat of the Agreement on the Conservation of Cetaceans of the Black Sea, Mediterranean Sea and Contiguous Atlantic Area, Monaco",Y (hook shape),mb,spinner shark,Carcharhinidae,Carcharhinus,13,10,1213,5,other,j,mono,observerEM,16,6.2
14,14.007,"Bradai M.N., Saïdi B., Enajjar S., Karaa, S. 2016. Pêcheries aux palangres de fond et de surface dans le Golfe de Gabès : Rapport final. MoU ACCOBAMS N°07/2016/LB6410. Secretariat of the Agreement on the Conservation of Cetaceans of the Black Sea, Mediterranean Sea and Contiguous Atlantic Area, Monaco",Y (hook shape),mb,shorfin mako shark,Lamnidae,Isurus,37,19,1213,5,other,j,mono,observerEM,16,6.2
14,14.008,"Bradai M.N., Saïdi B., Enajjar S., Karaa, S. 2016. Pêcheries aux palangres de fond et de surface dans le Golfe de Gabès : Rapport final. MoU ACCOBAMS N°07/2016/LB6410. Secretariat of the Agreement on the Conservation of Cetaceans of the Black Sea, Mediterranean Sea and Contiguous Atlantic Area, Monaco",Y (hook shape),mb,pelagic stingray,Dasyatidae,Pteroplatytrygon,10,0,1213,5,other,j,mono,observerEM,16,6.2
14,14.009,"Bradai M.N., Saïdi B., Enajjar S., Karaa, S. 2016. Pêcheries aux palangres de fond et de surface dans le Golfe de Gabès : Rapport final. MoU ACCOBAMS N°07/2016/LB6410. Secretariat of the Agreement on the Conservation of Cetaceans of the Black Sea, Mediterranean Sea and Contiguous Atlantic Area, Monaco",Y (hook shape),mb,bull ray,Myliobatidae,Aetomylaeus,2,0,1213,5,other,j,mono,observerEM,16,6.2
14,14.01,"Bradai M.N., Saïdi B., Enajjar S., Karaa, S. 2016. Pêcheries aux palangres de fond et de surface dans le Golfe de Gabès : Rapport final. MoU ACCOBAMS N°07/2016/LB6410. Secretariat of the Agreement on the Conservation of Cetaceans of the Black Sea, Mediterranean Sea and Contiguous Atlantic Area, Monaco",Y (hook shape),mb,bull ray,Myliobatidae,Aetomylaeus,10,0,1213,5,other,j,mono,observerEM,16,6.2
14,14.011,"Bradai M.N., Saïdi B., Enajjar S., Karaa, S. 2016. Pêcheries aux palangres de fond et de surface dans le Golfe de Gabès : Rapport final. MoU ACCOBAMS N°07/2016/LB6410. Secretariat of the Agreement on the Conservation of Cetaceans of the Black Sea, Mediterranean Sea and Contiguous Atlantic Area, Monaco",Y (hook shape),mb,smooth-hound shark,Triakidae,Mustelus,10,3,1213,5,other,j,mono,observerEM,16,6.2
14,14.012,"Bradai M.N., Saïdi B., Enajjar S., Karaa, S. 2016. Pêcheries aux palangres de fond et de surface dans le Golfe de Gabès : Rapport final. MoU ACCOBAMS N°07/2016/LB6410. Secretariat of the Agreement on the Conservation of Cetaceans of the Black Sea, Mediterranean Sea and Contiguous Atlantic Area, Monaco",Y (hook shape),mb,blackchin guitarfish,Rhinobatidae,Rhinobatos,1,2,1213,5,other,j,mono,observerEM,16,6.2
14,14.013,"Bradai M.N., Saïdi B., Enajjar S., Karaa, S. 2016. Pêcheries aux palangres de fond et de surface dans le Golfe de Gabès : Rapport final. MoU ACCOBAMS N°07/2016/LB6410. Secretariat of the Agreement on the Conservation of Cetaceans of the Black Sea, Mediterranean Sea and Contiguous Atlantic Area, Monaco",Y (hook shape),mb,thornback ray,Rajidae,Raja,3,0,1213,5,other,j,mono,observerEM,16,6.2
14,14.014,"Bradai M.N., Saïdi B., Enajjar S., Karaa, S. 2016. Pêcheries aux palangres de fond et de surface dans le Golfe de Gabès : Rapport final. MoU ACCOBAMS N°07/2016/LB6410. Secretariat of the Agreement on the Conservation of Cetaceans of the Black Sea, Mediterranean Sea and Contiguous Atlantic Area, Monaco",Y (hook shape),mb,sandbar shark,Carcharhinidae,Carcharhinus,31,57,1213,5,other,j,mono,experiment,16,6.2
14,14.015,"Bradai M.N., Saïdi B., Enajjar S., Karaa, S. 2016. Pêcheries aux palangres de fond et de surface dans le Golfe de Gabès : Rapport final. MoU ACCOBAMS N°07/2016/LB6410. Secretariat of the Agreement on the Conservation of Cetaceans of the Black Sea, Mediterranean Sea and Contiguous Atlantic Area, Monaco",Y (hook shape),mb,spinner shark,Carcharhinidae,Carcharhinus,0,1,1213,5,other,j,mono,experiment,16,6.2
14,14.016,"Bradai M.N., Saïdi B., Enajjar S., Karaa, S. 2016. Pêcheries aux palangres de fond et de surface dans le Golfe de Gabès : Rapport final. MoU ACCOBAMS N°07/2016/LB6410. Secretariat of the Agreement on the Conservation of Cetaceans of the Black Sea, Mediterranean Sea and Contiguous Atlantic Area, Monaco",Y (hook shape),mb,shorfin mako shark,Lamnidae,Isurus,1,3,1213,5,other,j,mono,experiment,16,6.2
14,14.017,"Bradai M.N., Saïdi B., Enajjar S., Karaa, S. 2016. Pêcheries aux palangres de fond et de surface dans le Golfe de Gabès : Rapport final. MoU ACCOBAMS N°07/2016/LB6410. Secretariat of the Agreement on the Conservation of Cetaceans of the Black Sea, Mediterranean Sea and Contiguous Atlantic Area, Monaco",Y (hook shape),mb,pelagic stingray,Dasyatidae,Pteroplatytrygon,2,0,1213,5,other,j,mono,experiment,16,6.2
14,14.018,"Bradai M.N., Saïdi B., Enajjar S., Karaa, S. 2016. Pêcheries aux palangres de fond et de surface dans le Golfe de Gabès : Rapport final. MoU ACCOBAMS N°07/2016/LB6410. Secretariat of the Agreement on the Conservation of Cetaceans of the Black Sea, Mediterranean Sea and Contiguous Atlantic Area, Monaco",Y (hook shape),mb,smooth-hound shark,Triakidae,Mustelus,4,4,1213,5,other,j,mono,experiment,16,6.2
14,14.019,"Bradai M.N., Saïdi B., Enajjar S., Karaa, S. 2016. Pêcheries aux palangres de fond et de surface dans le Golfe de Gabès : Rapport final. MoU ACCOBAMS N°07/2016/LB6410. Secretariat of the Agreement on the Conservation of Cetaceans of the Black Sea, Mediterranean Sea and Contiguous Atlantic Area, Monaco",Y (hook shape),mb,bull ray,Myliobatidae,Aetomylaeus,2,0,1213,5,other,j,mono,experiment,16,6.2
14,14.02,"Bradai M.N., Saïdi B., Enajjar S., Karaa, S. 2016. Pêcheries aux palangres de fond et de surface dans le Golfe de Gabès : Rapport final. MoU ACCOBAMS N°07/2016/LB6410. Secretariat of the Agreement on the Conservation of Cetaceans of the Black Sea, Mediterranean Sea and Contiguous Atlantic Area, Monaco",Y (hook shape),mb,thornback ray,Rajidae,Raja,2,0,1213,5,other,j,mono,experiment,16,6.2
15,15.001,"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick. ",y (bait),ao,porbeagle shark,Lamnidae,Lamna,747,355,1089,5,fish,c,mono,observerEM,18.76666667,9.6
15,15.002,"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick. ",y (bait),ao,porbeagle shark,Lamnidae,Lamna,1150,760,1149,5,other,c,mono,observerEM,unk,7.9
15,15.003,"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick. ",y (bait),ao,porbeagle shark,Lamnidae,Lamna,27,59,868,5,other,c,mono,observerEM,19.33333333,6.1
15,15.004,"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick. ",y (bait),ao,porbeagle shark,Lamnidae,Lamna,280,82,1125,5,squid,c,mono,observerEM,20.25,6.5
15,15.005,"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick. ",y (bait),ao,blue shark,Carcharhinidae,Prionace,10408,1225,1112,5,fish,c,mono,observerEM,19.05,6.1
15,15.006,"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick. ",y (bait),ao,blue shark,Carcharhinidae,Prionace,22007,3062,1218,5,other,c,mono,observerEM,unk,6.8
15,15.007,"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick. ",y (bait),ao,blue shark,Carcharhinidae,Prionace,890,102,1030,5,other,c,mono,observerEM,19.5,6.9
15,15.008,"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick. ",y (bait),ao,blue shark,Carcharhinidae,Prionace,12043,1095,1306,5,squid,c,mono,observerEM,unk,6.8
15,15.009,"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick. ",y (bait),ao,basking shark,Cetorhinidae,Cetorhinus,3,0,576,5,fish,c,mono,observerEM,16.71666667,5.5
15,15.01,"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick. ",y (bait),ao,basking shark,Cetorhinidae,Cetorhinus,2,2,1198,5,other,c,mono,observerEM,19.1,6.2
15,15.011,"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick. ",y (bait),ao,basking shark,Cetorhinidae,Cetorhinus,1,0,800,5,squid,c,mono,observerEM,16.41666667,7.3
15,15.012,"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick. ",y (bait),ao,thresher shark,Alopiidae,Alopias,12,4,1062,5,fish,c,mono,observerEM,19.25,6
15,15.013,"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick. ",y (bait),ao,thresher shark,Alopiidae,Alopias,33,14,1164,5,other,c,mono,observerEM,19.13333333,6.1
15,15.014,"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick. ",y (bait),ao,thresher shark,Alopiidae,Alopias,2,1,788,5,other,c,mono,observerEM,15.73333333,7.1
15,15.015,"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick. ",y (bait),ao,thresher shark,Alopiidae,Alopias,16,2,1069,5,squid,c,mono,observerEM,20.38333333,6.8
15,15.016,"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick. ",y (bait),ao,smooth hammerhead shark,Sphyrnidae,Sphyrna,1,0,1584,5,squid,c,mono,observerEM,20.25,7.3
15,15.017,"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick. ",y (bait),ao,shorfin mako shark,Lamnidae,Isurus,759,270,1067,5,fish,c,mono,observerEM,19.78333333,5.9
15,15.018,"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick. ",y (bait),ao,shorfin mako shark,Lamnidae,Isurus,1094,329,1137,5,other,c,mono,observerEM,19.68333333,6.5
15,15.019,"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick. ",y (bait),ao,shorfin mako shark,Lamnidae,Isurus,154,70,1079,5,other,c,mono,observerEM,18.92,7
15,15.02,"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick. ",y (bait),ao,shorfin mako shark,Lamnidae,Isurus,965,321,1216,5,squid,c,mono,observerEM,18.88333333,6.8
15,15.021,"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick. ",y (bait),ao,oceanic whitetip shark,Carcharhinidae,Carcharhinus,1,0,960,5,fish,c,mono,observerEM,19.2,5
15,15.022,"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick. ",y (bait),ao,oceanic whitetip shark,Carcharhinidae,Carcharhinus,1,0,900,5,other,c,mono,observerEM,19.93333333,7.3
15,15.023,"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick. ",y (bait),ao,great hammerhead shark,Sphyrnidae,Sphyrna,3,3,1010,5,fish,c,mono,observerEM,19.51666667,5.8
15,15.024,"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick. ",y (bait),ao,great hammerhead shark,Sphyrnidae,Sphyrna,2,4,942,5,other,c,mono,observerEM,20.25,6.4
15,15.025,"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick. ",y (bait),ao,great hammerhead shark,Sphyrnidae,Sphyrna,3,0,827,5,squid,c,mono,observerEM,18.63333333,7.3
15,15.026,"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick. ",y (bait),ao,longfin mako shark,Lamnidae,Isurus,2,0,1016,5,fish,c,mono,observerEM,18.95,6
15,15.027,"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick. ",y (bait),ao,longfin mako shark,Lamnidae,Isurus,2,1,1106,5,other,c,mono,observerEM,19.76666667,6
15,15.028,"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick. ",y (bait),ao,longfin mako shark,Lamnidae,Isurus,4,4,1525,5,squid,c,mono,observerEM,20.46666667,6.9
16,16.001,"Musyl, M., Phillips, E. 2021. Efficacy of Weak Hooks in the Hawaii-based Commercial Deep-set Longline Fishery. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.",n,po,bigeye thresher shark,Alopiidae,Alopias,86,5,2822,24,fish,c,mono,experiment,21.75,12.6
